Author,Title,Text
Maya Angelou,"Woman Work ","I've got the children to tend
The clothes to mend
The floor to mop
The food to shop
Then the chicken to fry
The baby to dry
I got company to feed
The garden to weed
I've got shirts to press
The tots to dress
The can to be cut
I gotta clean up this hut
Then see about the sick
And the cotton to pick.

Shine on me, sunshine
Rain on me, rain
Fall softly, dewdrops
And cool my brow again.

Storm, blow me from here
With your fiercest wind
Let me float across the sky
'Til I can rest again.

Fall gently, snowflakes
Cover me with white
Cold icy kisses and
Let me rest tonight.

Sun, rain, curving sky
Mountain, oceans, leaf and stone
Star shine, moon glow
You're all that I can call my own."
Maya Angelou,"The Lesson ","I keep on dying again.
Veins collapse, opening like the
Small fists of sleeping
Children.
Memory of old tombs,
Rotting flesh and worms do
Not convince me against
The challenge. The years
And cold defeat live deep in
Lines along my face.
They dull my eyes, yet
I keep on dying,
Because I love to live."
Maya Angelou,"Remembrance ","Your hands easy
weight, teasing the bees
hived in my hair, your smile at the
slope of my cheek. On the
occasion, you press
above me, glowing, spouting
readiness, mystery rapes
my reason

When you have withdrawn
your self and the magic, when
only the smell of your
love lingers between
my breasts, then, only
then, can I greedily consume
your presence."
Maya Angelou,"Million Man March Poem ","The night has been long,
The wound has been deep,
The pit has been dark,
And the walls have been steep.

Under a dead blue sky on a distant beach,
I was dragged by my braids just beyond your reach.
Your hands were tied, your mouth was bound,
You couldn't even call out my name.
You were helpless and so was I,
But unfortunately throughout history
You've worn a badge of shame.

I say, the night has been long,
The wound has been deep,
The pit has been dark
And the walls have been steep.

But today, voices of old spirit sound
Speak to us in words profound,
Across the years, across the centuries,
Across the oceans, and across the seas.
They say, draw near to one another,
Save your race.
You have been paid for in a distant place,
The old ones remind us that slavery's chains
Have paid for our freedom again and again.

The night has been long,
The pit has been deep,
The night has been dark,
And the walls have been steep.

The hells we have lived through and live through still,
Have sharpened our senses and toughened our will.
The night has been long.
This morning I look through your anguish
Right down to your soul.
I know that with each other we can make ourselves whole.
I look through the posture and past your disguise,
And see your love for family in your big brown eyes.

I say, clap hands and let's come together in this meeting ground,
I say, clap hands and let's deal with each other with love,
I say, clap hands and let us get from the low road of indifference,
Clap hands, let us come together and reveal our hearts,
Let us come together and revise our spirits,
Let us come together and cleanse our souls,
Clap hands, let's leave the preening
And stop impostering our own history.
Clap hands, call the spirits back from the ledge,
Clap hands, let us invite joy into our conversation,
Courtesy into our bedrooms,
Gentleness into our kitchen,
Care into our nursery.

The ancestors remind us, despite the history of pain
We are a going-on people who will rise again.

And still we rise."
Maya Angelou,"The Rock Cries Out to Us Today ","A Rock, A River, A Tree
Hosts to species long since departed,
Mark the mastodon.
The dinosaur, who left dry tokens
Of their sojourn here
On our planet floor,
Any broad alarm of their of their hastening doom
Is lost in the gloom of dust and ages.
But today, the Rock cries out to us, clearly, forcefully,
Come, you may stand upon my
Back and face your distant destiny,
But seek no haven in my shadow.
I will give you no hiding place down here.
You, created only a little lower than
The angels, have crouched too long in
The bruising darkness,
Have lain too long
Face down in ignorance.
Your mouths spelling words
Armed for slaughter.
The rock cries out today, you may stand on me,
But do not hide your face.
Across the wall of the world,
A river sings a beautiful song,
Come rest here by my side.
Each of you a bordered country,
Delicate and strangely made proud,
Yet thrusting perpetually under siege.
Your armed struggles for profit
Have left collars of waste upon
My shore, currents of debris upon my breast.
Yet, today I call you to my riverside,
If you will study war no more.
Come, clad in peace and I will sing the songs
The Creator gave to me when I
And the tree and stone were one.
Before cynicism was a bloody sear across your brow
And when you yet knew you still knew nothing.
The river sings and sings on.
There is a true yearning to respond to
The singing river and the wise rock.
So say the Asian, the Hispanic, the Jew,
The African and Native American, the Sioux,
The Catholic, the Muslim, the French, the Greek,
The Irish, the Rabbi, the Priest, the Sheikh,
The Gay, the Straight, the Preacher,
The privileged, the homeless, the teacher.
They hear. They all hear
The speaking of the tree.
Today, the first and last of every tree
Speaks to humankind. Come to me, here beside the river.
Plant yourself beside me, here beside the river.
Each of you, descendant of some passed on
Traveller, has been paid for.
You, who gave me my first name,
You Pawnee, Apache and Seneca,
You Cherokee Nation, who rested with me,
Then forced on bloody feet,
Left me to the employment of other seekers--
Desperate for gain, starving for gold.
You, the Turk, the Swede, the German, the Scot...
You the Ashanti, the Yoruba, the Kru,
Bought, sold, stolen, arriving on a nightmare
Praying for a dream.
Here, root yourselves beside me.
I am the tree planted by the river,
Which will not be moved.
I, the rock, I the river, I the tree
I am yours--your passages have been paid.
Lift up your faces, you have a piercing need
For this bright morning dawning for you.
History, despite its wrenching pain,
Cannot be unlived, and if faced with courage,
Need not be lived again.
Lift up your eyes upon
The day breaking for you.
Give birth again
To the dream.
Women, children, men,
Take it into the palms of your hands.
Mold it into the shape of your most
Private need. Sculpt it into
The image of your most public self.
Lift up your hearts.
Each new hour holds new chances
For new beginnings.
Do not be wedded forever
To fear, yoked eternally
To brutishness.
The horizon leans forward,
Offering you space to place new steps of change.
Here, on the pulse of this fine day
You may have the courage
To look up and out upon me,
The rock, the river, the tree, your country.
No less to Midas than the mendicant.
No less to you now than the mastodon then.
Here on the pulse of this new day
You may have the grace to look up and out
And into your sister's eyes,
Into your brother's face, your country
And say simply
Very simply
With hope
Good morning."
Maya Angelou,"Weekend Glory ","Some clichty folks
don't know the facts,
posin' and preenin'
and puttin' on acts,
stretchin' their backs.

They move into condos
up over the ranks,
pawn their souls
to the local banks.
Buying big cars
they can't afford,
ridin' around town
actin' bored.

If they want to learn how to live life right
they ought to study me on Saturday night.

My job at the plant
ain't the biggest bet,
but I pay my bills
and stay out of debt.
I get my hair done
for my own self's sake,
so I don't have to pick
and I don't have to rake.

Take the church money out
and head cross town
to my friend girl's house
where we plan our round.
We meet our men and go to a joint
where the music is blue
and to the point.

Folks write about me.
They just can't see
how I work all week
at the factory.
Then get spruced up
and laugh and dance
And turn away from worry
with sassy glance.

They accuse me of livin'
from day to day,
but who are they kiddin'?
So are they.

My life ain't heaven
but it sure ain't hell.
I'm not on top
but I call it swell
if I'm able to work
and get paid right
and have the luck to be Black
on a Saturday night."
Maya Angelou,"Insomniac ","There are some nights when
sleep plays coy,
aloof and disdainful.
And all the wiles
that I employ to win
its service to my side
are useless as wounded pride,
and much more painful."
Maya Angelou,"Momma Welfare Roll ","Her arms semaphore fat triangles,
Pudgy HANDS bunched on layered hips
Where bones idle under years of fatback
And lima beans.

Her jowls shiver in accusation
Of crimes cliched by Repetition.
Her children, strangers
To childhood's TOYS, play
Best the games of darkened doorways,
Rooftop tag, and know the slick feel of
Other people's property.

Too fat to whore,
Too mad to work,
Searches her dreams for the
Lucky sign and walks bare-handed
Into a den of bereaucrats for her portion.

'They don't give me welfare.
I take it.'"
Maya Angelou,"Passing Time ","Your skin like dawn
Mine like musk

One paints the beginning
of a certain end.

The other, the end of a
sure beginning."
Maya Angelou,"When You Come ","When you come to me, unbidden,
Beckoning me
To long-ago rooms,
Where memories lie.

Offering me, as to a child, an attic,
Gatherings of days too few.
Baubles of stolen kisses.
Trinkets of borrowed loves.
Trunks of secret words,

I CRY."
Maya Angelou,"Refusal ","Beloved,
In what other lives or lands
Have I known your lips
Your Hands
Your Laughter brave
Irreverent.
Those sweet excesses that
I do adore.
What surety is there
That we will meet again,
On other worlds some
Future time undated.
I defy my body's haste.
Without the promise
Of one more sweet encounter
I will not deign to die."
Langston Hughes,"Let America Be America Again ","Let America be America again.
Let it be the dream it used to be.
Let it be the pioneer on the plain
Seeking a home where he himself is free.

(America never was America to me.)

Let America be the dream the dreamers dreamed--
Let it be that great strong land of love
Where never kings connive nor tyrants scheme
That any man be crushed by one above.

(It never was America to me.)

O, let my land be a land where Liberty
Is crowned with no false patriotic wreath,
But opportunity is real, and life is free,
Equality is in the air we breathe.

(There's never been equality for me,
Nor freedom in this ""homeland of the free."")

Say, who are you that mumbles in the dark?
And who are you that draws your veil across the stars?

I am the poor white, fooled and pushed apart,
I am the Negro bearing slavery's scars.
I am the red man driven from the land,
I am the immigrant clutching the hope I seek--
And finding only the same old stupid plan
Of dog eat dog, of mighty crush the weak.

I am the young man, full of strength and hope,
Tangled in that ancient endless chain
Of profit, power, gain, of grab the land!
Of grab the gold! Of grab the ways of satisfying need!
Of work the men! Of take the pay!
Of owning everything for one's own greed!

I am the farmer, bondsman to the soil.
I am the worker sold to the machine.
I am the Negro, servant to you all.
I am the people, humble, hungry, mean--
Hungry yet today despite the dream.
Beaten yet today--O, Pioneers!
I am the man who never got ahead,
The poorest worker bartered through the years.

Yet I'm the one who dreamt our basic dream
In the Old World while still a serf of kings,
Who dreamt a dream so strong, so brave, so true,
That even yet its mighty daring sings
In every brick and stone, in every furrow turned
That's made America the land it has become.
O, I'm the man who sailed those early seas
In search of what I meant to be my home--
For I'm the one who left dark Ireland's shore,
And Poland's plain, and England's grassy lea,
And torn from Black Africa's strand I came
To build a ""homeland of the free.""

The free?

Who said the free? Not me?
Surely not me? The millions on relief today?
The millions shot down when we strike?
The millions who have nothing for our pay?
For all the dreams we've dreamed
And all the songs we've sung
And all the hopes we've held
And all the flags we've hung,
The millions who have nothing for our pay--
Except the dream that's almost dead today.

O, let America be America again--
The land that never has been yet--
And yet must be--the land where every man is free.
The land that's mine--the poor man's, Indian's, Negro's, ME--
Who made America,
Whose sweat and blood, whose faith and pain,
Whose hand at the foundry, whose plow in the rain,
Must bring back our mighty dream again.

Sure, call me any ugly name you choose--
The steel of freedom does not stain.
From those who live like leeches on the people's lives,
We must take back our land again,
America!

O, yes,
I say it plain,
America never was America to me,
And yet I swear this oath--
America will be!

Out of the rack and ruin of our gangster death,
The rape and rot of graft, and stealth, and lies,
We, the people, must redeem
The land, the mines, the plants, the rivers.
The mountains and the endless plain--
All, all the stretch of these great green states--
And make America again!"
Langston Hughes,"I, Too, Sing America ","I, too, sing America.

I am the darker brother.
They send me to eat in the kitchen
When company comes,
But I laugh,
And eat well,
And grow strong.

Tomorrow,
I'll be at the table
When company comes.
Nobody'll dare
Say to me,
""Eat in the kitchen,""
Then.

Besides,
They'll see how beautiful I am
And be ashamed--

I, too, am America."
Langston Hughes,"Life Is Fine ","I went down to the river,
I set down on the bank.
I tried to think but couldn't,
So I jumped in and sank.

I came up once and hollered!
I came up twice and cried!
If that water hadn't a-been so cold
I might've sunk and died.

But it was Cold in that water! It was cold!

I took the elevator
Sixteen floors above the ground.
I thought about my baby
And thought I would jump down.

I stood there and I hollered!
I stood there and I cried!
If it hadn't a-been so high
I might've jumped and died.

But it was High up there! It was high!

So since I'm still here livin',
I guess I will live on.
I could've died for love--
But for livin' I was born

Though you may hear me holler,
And you may see me cry--
I'll be dogged, sweet baby,
If you gonna see me die.

Life is fine! Fine as wine! Life is fine!"
Langston Hughes,"Dream Deferred ","What happens to a dream deferred?

Does it dry up
Like a raisin in the sun?

Or fester like a sore--
And then run?

Does it stink like rotten meat?
Or crust and sugar over--
like a syrupy sweet?

Maybe it just sags
like a heavy load.

Or does it explode?"
Langston Hughes,"Mother to Son ","Well, son, I'll tell you:
Life for me ain't been no crystal stair.
It's had tacks in it,
And splinters,
And boards torn up,
And places with no carpet on the floorâ€”
Bare.
But all the time
I'se been a-climbin' on,
And reachin' landin's,
And turnin' corners,
And sometimes goin' in the dark
Where there ain't been no light.
So, boy, don't you turn back.
Don't you set down on the steps.
'Cause you finds it's kinder hard.
Don't you fall nowâ€”
For I'se still goin', honey,
I'se still climbin',
And life for me ain't been no crystal stair."
Langston Hughes,"Quiet Girl ","I would liken you
To a night without stars
Were it not for your eyes.
I would liken you
To a sleep without dreams
Were it not for your songs."
Langston Hughes,"Still Here ","I been scared and battered.
My hopes the wind done scattered.
Snow has friz me,
Sun has baked me,

Looks like between 'em they done
Tried to make me

Stop laughin', stop lovin', stop livin'--
But I don't care!
I'm still here!"
Langston Hughes,"The Negro Mother ","Children, I come back today
To tell you a story of the long dark way
That I had to climb, that I had to know
In order that the race might live and grow.
Look at my face -- dark as the night --
Yet shining like the sun with love's true light.
I am the dark girl who crossed the red sea
Carrying in my body the seed of the free.
I am the woman who worked in the field
Bringing the cotton and the corn to yield.
I am the one who labored as a slave,
Beaten and mistreated for the work that I gave --
Children sold away from me, I'm husband sold, too.
No safety , no love, no respect was I due.

Three hundred years in the deepest South:
But God put a song and a prayer in my mouth .
God put a dream like steel in my soul.
Now, through my children, I'm reaching the goal.

Now, through my children, young and free,
I realized the blessing deed to me.
I couldn't read then. I couldn't write.
I had nothing, back there in the night.
Sometimes, the valley was filled with tears,
But I kept trudging on through the lonely years.
Sometimes, the road was hot with the sun,
But I had to keep on till my work was done:
I had to keep on! No stopping for me --
I was the seed of the coming Free.
I nourished the dream that nothing could smother
Deep in my breast -- the Negro mother.
I had only hope then , but now through you,
Dark ones of today, my dreams must come true:
All you dark children in the world out there,
Remember my sweat, my pain, my despair.
Remember my years, heavy with sorrow --
And make of those years a torch for tomorrow.
Make of my pass a road to the light
Out of the darkness, the ignorance, the night.
Lift high my banner out of the dust.
Stand like free men supporting my trust.
Believe in the right, let none push you back.
Remember the whip and the slaver's track.
Remember how the strong in struggle and strife
Still bar you the way, and deny you life --
But march ever forward, breaking down bars.
Look ever upward at the sun and the stars.
Oh, my dark children, may my dreams and my prayers
Impel you forever up the great stairs --
For I will be with you till no white brother
Dares keep down the children of the Negro Mother."
Langston Hughes,"Dream Variations ","To fling my arms wide
In some place of the sun,
To whirl and to dance
Till the white day is done.
Then rest at cool evening
Beneath a tall tree
While night comes on gently,
Dark like me-
That is my dream!

To fling my arms wide
In the face of the sun,
Dance! Whirl! Whirl!
Till the quick day is done.
Rest at pale evening...
A tall, slim tree...
Night coming tenderly
Black like me."
Langston Hughes,"The Negro Speaks Of Rivers ","I've known rivers:
I've known rivers ancient as the world and older than the
flow of human blood in human veins.

My soul has grown deep like the rivers.

I bathed in the Euphrates when dawns were young.
I built my hut near the Congo and it lulled me to sleep.
I looked upon the Nile and raised the pyramids above it.
I heard the singing of the Mississippi when Abe Lincoln
went down to New Orleans, and I've seen its muddy
bosom turn all golden in the sunset.

I've known rivers:
Ancient, dusky rivers.

My soul has grown deep like the rivers."
Langston Hughes,"Theme For English B ","The instructor said,

Go home and write
a page tonight.
And let that page come out of you--
Then, it will be true.

I wonder if it's that simple?
I am twenty-two, colored, born in Winston-Salem.
I went to school there, then Durham, then here
to this college on the hill above Harlem.
I am the only colored student in my class.
The steps from the hill lead down into Harlem,
through a park, then I cross St. Nicholas,
Eighth Avenue, Seventh, and I come to the Y,
the Harlem Branch Y, where I take the elevator
up to my room, sit down, and write this page:

It's not easy to know what is true for you or me
at twenty-two, my age. But I guess I'm what
I feel and see and hear, Harlem, I hear you:
hear you, hear me--we two--you, me, talk on this page.
(I hear New York, too.) Me--who?
Well, I like to eat, sleep, drink, and be in love.
I like to work, read, learn, and understand life.
I like a pipe for a Christmas present,
or records--Bessie, bop, or Bach.
I guess being colored doesn't make me not like
the same things other folks like who are other races.
So will my page be colored that I write?

Being me, it will not be white.
But it will be
a part of you, instructor.
You are white--
yet a part of me, as I am a part of you.
That's American.
Sometimes perhaps you don't want to be a part of me.
Nor do I often want to be a part of you.
But we are, that's true!
As I learn from you,
I guess you learn from me--
although you're older--and white--
and somewhat more free.

This is my page for English B."
Langston Hughes,"Justice ","That Justice is a blind goddess
Is a thing to which we black are wise:
Her bandage hides two festering sores
That once perhaps were eyes."
Langston Hughes,"Problems ","2 and 2 are 4.
4 and 4 are 8.

But what would happen
If the last 4 was late?

And how would it be
If one 2 was me?

Or if the first 4 was you
Divided by 2?"
Langston Hughes,"Democracy ","Democracy will not come
Today, this year
Nor ever
Through compromise and fear.

I have as much right
As the other fellow has
To stand
On my two feet
And own the land.

I tire so of hearing people say,
Let things take their course.
Tomorrow is another day.
I do not need my freedom when I'm dead.
I cannot live on tomorrow's bread.

Freedom
Is a strong seed
Planted
In a great need.

I live here, too.
I want freedom
Just as you."
Langston Hughes,"The Weary Blues ","Droning a drowsy syncopated tune,
Rocking back and forth to a mellow croon,
I heard a Negro play.
Down on Lenox Avenue the other night
By the pale dull pallor of an old gas light
He did a lazy sway . . .
He did a lazy sway . . .
To the tune o' those Weary Blues.
With his ebony hands on each ivory key
He made that poor piano moan with melody.
O Blues!
Swaying to and fro on his rickety stool
He played that sad raggy tune like a musical fool.
Sweet Blues!
Coming from a black man's soul.
O Blues!
In a deep song voice with a melancholy tone
I heard that Negro sing, that old piano moan--
""Ain't got nobody in all this world,
Ain't got nobody but ma self.
I's gwine to quit ma frownin'
And put ma troubles on the shelf.""

Thump, thump, thump, went his foot on the floor.
He played a few chords then he sang some more--
""I got the Weary Blues
And I can't be satisfied.
Got the Weary Blues
And can't be satisfied--
I ain't happy no mo'
And I wish that I had died.""
And far into the night he crooned that tune.
The stars went out and so did the moon.
The singer stopped playing and went to bed
While the Weary Blues echoed through his head.
He slept like a rock or a man that's dead."
Langston Hughes,"Freedoms Plow ","When a man starts out with nothing,
When a man starts out with his hands
Empty, but clean,
When a man starts to build a world,
He starts first with himself
And the faith that is in his heart-
The strength there,
The will there to build.

First in the heart is the dream-
Then the mind starts seeking a way.
His eyes look out on the world,
On the great wooded world,
On the rich soil of the world,
On the rivers of the world.

The eyes see there materials for building,
See the difficulties, too, and the obstacles.
The mind seeks a way to overcome these obstacles.
The hand seeks tools to cut the wood,
To till the soil, and harness the power of the waters.
Then the hand seeks other hands to help,
A community of hands to help-
Thus the dream becomes not one man's dream alone,
But a community dream.
Not my dream alone, but our dream.
Not my world alone,
But your world and my world,
Belonging to all the hands who build.

A long time ago, but not too long ago,
Ships came from across the sea
Bringing the Pilgrims and prayer-makers,
Adventurers and booty seekers,
Free men and indentured servants,
Slave men and slave masters, all new-
To a new world, America!

With billowing sails the galleons came
Bringing men and dreams, women and dreams.
In little bands together,
Heart reaching out to heart,
Hand reaching out to hand,
They began to build our land.
Some were free hands
Seeking a greater freedom,
Some were indentured hands
Hoping to find their freedom,
Some were slave hands
Guarding in their hearts the seed of freedom,
But the word was there always:
Freedom.

Down into the earth went the plow
In the free hands and the slave hands,
In indentured hands and adventurous hands,
Turning the rich soil went the plow in many hands
That planted and harvested the food that fed
And the cotton that clothed America.
Clang against the trees went the ax into many hands
That hewed and shaped the rooftops of America.
Splash into the rivers and the seas went the boat-hulls
That moved and transported America.
Crack went the whips that drove the horses
Across the plains of America.
Free hands and slave hands,
Indentured hands, adventurous hands,
White hands and black hands
Held the plow handles,
Ax handles, hammer handles,
Launched the boats and whipped the horses
That fed and housed and moved America.
Thus together through labor,
All these hands made America.

Labor! Out of labor came villages
And the towns that grew cities.
Labor! Out of labor came the rowboats
And the sailboats and the steamboats,
Came the wagons, and the coaches,
Covered wagons, stage coaches,
Out of labor came the factories,
Came the foundries, came the railroads.
Came the marts and markets, shops and stores,
Came the mighty products moulded, manufactured,
Sold in shops, piled in warehouses,
Shipped the wide world over:
Out of labor-white hands and black hands-
Came the dream, the strength, the will,
And the way to build America.
Now it is Me here, and You there.
Now it's Manhattan, Chicago,
Seattle, New Orleans,
Boston and El Paso-
Now it's the U.S.A.

A long time ago, but not too long ago, a man said:
ALL MEN ARE CREATED EQUAL--
ENDOWED BY THEIR CREATOR
WITH CERTAIN UNALIENABLE RIGHTS--
AMONG THESE LIFE, LIBERTY
AND THE PURSUIT OF HAPPINESS.
His name was Jefferson. There were slaves then,
But in their hearts the slaves believed him, too,
And silently too for granted
That what he said was also meant for them.
It was a long time ago,
But not so long ago at that, Lincoln said:
NO MAN IS GOOD ENOUGH
TO GOVERN ANOTHER MAN
WITHOUT THAT OTHER'S CONSENT.
There were slaves then, too,
But in their hearts the slaves knew
What he said must be meant for every human being-
Else it had no meaning for anyone.
Then a man said:
BETTER TO DIE FREE
THAN TO LIVE SLAVES
He was a colored man who had been a slave
But had run away to freedom.
And the slaves knew
What Frederick Douglass said was true.

With John Brown at Harper's Ferry, Negroes died.
John Brown was hung.
Before the Civil War, days were dark,
And nobody knew for sure
When freedom would triumph
""Or if it would,"" thought some.
But others new it had to triumph.
In those dark days of slavery,
Guarding in their hearts the seed of freedom,
The slaves made up a song:
Keep Your Hand On The Plow! Hold On!
That song meant just what it said: Hold On!
Freedom will come!
Keep Your Hand On The Plow! Hold On!
Out of war it came, bloody and terrible!
But it came!
Some there were, as always,
Who doubted that the war would end right,
That the slaves would be free,
Or that the union would stand,
But now we know how it all came out.
Out of the darkest days for people and a nation,
We know now how it came out.
There was light when the battle clouds rolled away.
There was a great wooded land,
And men united as a nation.

America is a dream.
The poet says it was promises.
The people say it is promises-that will come true.
The people do not always say things out loud,
Nor write them down on paper.
The people often hold
Great thoughts in their deepest hearts
And sometimes only blunderingly express them,
Haltingly and stumblingly say them,
And faultily put them into practice.
The people do not always understand each other.
But there is, somewhere there,
Always the trying to understand,
And the trying to say,
""You are a man. Together we are building our land.""

America!
Land created in common,
Dream nourished in common,
Keep your hand on the plow! Hold on!
If the house is not yet finished,
Don't be discouraged, builder!
If the fight is not yet won,
Don't be weary, soldier!
The plan and the pattern is here,
Woven from the beginning
Into the warp and woof of America:
ALL MEN ARE CREATED EQUAL.
NO MAN IS GOOD ENOUGH
TO GOVERN ANOTHER MAN
WITHOUT HIS CONSENT.
BETTER DIE FREE,
THAN TO LIVE SLAVES.
Who said those things? Americans!
Who owns those words? America!
Who is America? You, me!
We are America!
To the enemy who would conquer us from without,
We say, NO!
To the enemy who would divide
And conquer us from within,
We say, NO!
FREEDOM!
BROTHERHOOD!
DEMOCRACY!
To all the enemies of these great words:
We say, NO!

A long time ago,
An enslaved people heading toward freedom
Made up a song:
Keep Your Hand On The Plow! Hold On!
The plow plowed a new furrow
Across the field of history.
Into that furrow the freedom seed was dropped.
From that seed a tree grew, is growing, will ever grow.
That tree is for everybody,
For all America, for all the world.
May its branches spread and shelter grow
Until all races and all peoples know its shade.
KEEP YOUR HAND ON THE PLOW! HOLD ON!"
Langston Hughes,"Daybreak In Alabama ","When I get to be a composer
I'm gonna write me some music about
Daybreak in Alabama
And I'm gonna put the purtiest songs in it
Rising out of the ground like a swamp mist
And falling out of heaven like soft dew.
I'm gonna put some tall tall trees in it
And the scent of pine needles
And the smell of red clay after rain
And long red necks
And poppy colored faces
And big brown arms
And the field daisy eyes
Of black and white black white black people
And I'm gonna put white hands
And black hands and brown and yellow hands
And red clay earth hands in it
Touching everybody with kind fingers
And touching each other natural as dew
In that dawn of music when I
Get to be a composer
And write about daybreak
In Alabama."
Langston Hughes,"Merry-Go-Round ","COLORED CHILD AT CARNIVAL

Where is the Jim Crow section
On this merry-go-round,
Mister, cause I want to ride?
Down South where I come from
White and colored
Can't sit side by side.
Down South on the train
There's a Jim Crow car.
On the bus we're put in the back--
But there ain't no back
To a merry-go-round!
Where's the horse
For a kid that's black?"
